,Inhalt
565,498.0622876614816
566,496.55258752834936
567,497.8908872641516
568,499.97337459350695
569,498.4696227015905
570,498.92121235013576
571,498.0517312637178
572,497.99539881404866
573,496.5515098054607
574,497.00329162857594
575,495.93344298846256
576,498.88867852919964
577,498.37322078833944
578,497.22661313059456
579,498.66645566461756
580,498.6712823748427
581,494.9615723497747
582,496.6751832317696
583,498.9738715866745
584,499.2999434418478
585,498.2291629695213
586,496.7296224371486
587,497.48591373623844
588,495.82734761161583
589,499.1797974662062
590,497.4954266929373
591,497.6730839882671
592,497.9257987118755
593,499.46535160099677
594,496.41902736972474
595,499.5255842792106
596,499.2270060149825
597,499.87736460580294
598,499.85969353922377
599,499.872987383591
600,497.17450413204193
601,500.15138126671354
602,499.02755011456696
603,498.81709410395894
604,499.17230863626185
605,495.7739952189366
606,497.1647750480634
607,499.7563165259159
608,498.1550887300797
609,497.622143490104
610,499.31929668779946
611,501.7510351744761
612,496.5399332042034
613,499.74647597171315
614,501.5336084959991
615,497.97239681883303
616,497.5197931339014
617,497.25010088445157
618,497.1258834329494
619,496.9696967632324
620,498.2325699029634
621,499.132085834629
622,497.1383123584915
623,497.22775192499
624,497.85272467551556
625,500.0190385731036
626,497.2633433572546
627,496.70001934770715
628,496.33341572854704
629,496.71646110056196
630,498.5713975967578
631,498.5577464274828
632,498.5507114452914
633,498.4427122788775
634,498.916819476034
635,498.12260577108896
636,498.05970835845113
637,499.10583321812436
638,497.3731847342224
639,498.48741718680947
640,497.9450608734616
641,496.6673440641703
642,495.21084125809494
643,499.41179256210654
644,500.2177610206663
645,499.44082998469923
646,497.7754978978464
647,496.25481536901964
648,494.8703644856732
649,497.42578608541055
650,497.4065071106952
651,498.7606627553758
652,497.64122319830875
653,496.5833619997458
654,498.13735795335185
655,498.40734356417636
656,498.64451032957226
657,500.006721960764
658,497.77189586012537
659,497.09707005460433
660,498.63347225774226
661,500.4273931432223
662,497.3948188701938
663,496.69392049426614
664,498.979374278886
665,499.01910722056317
666,497.4127762544097
667,498.35712413626624
668,497.2738074155406
669,497.7776495037267
670,496.87301985317407
671,499.84996471941395
672,498.1208486511337
673,498.6980093946785
674,497.53653681168316
675,497.922440046022
676,497.65222254160926
677,497.1096308266113
678,497.631268858017
679,497.6298019326096
680,498.6927638300163
681,496.5058798309438
682,497.10656643654244
683,498.39186721421737
684,498.9358236195116
685,498.23575175211226
686,499.65650451551187
687,498.3212278784088
688,500.6189212679686
689,499.2872211989751
690,500.13782664549626
691,500.11947980025616
692,498.4676476567523
693,498.9610743312117
694,498.95544587015695
695,498.54249894503306
696,498.64973548453355
697,495.34057637981715
698,496.6974531313242
699,497.65406169018735
700,498.4821953208093
701,498.29722966222613
702,498.4338418172528
703,498.5341325466581
704,495.030386076226
705,498.12947727448073
706,497.3562568527436
707,498.8789238390995
708,497.6731541943045
709,497.3116222086543
710,498.883659596518
711,497.1086874598512
712,496.21623852661605
713,498.1909490289416
714,498.3506644187457
715,496.09778221318527
716,497.24703759060424
717,497.7831817455335
718,498.20468191941114
719,498.4437140152099
720,498.76711802547186
721,497.2354601611714
722,497.40971445293553
723,498.36817708237385
724,496.52588873660187
725,495.4760715467823
726,497.7846123037617
727,498.43967297978105
728,500.6190576536034
729,498.0799270199415
730,497.1360441600033
731,499.1902595432894
732,497.41898714472586
733,496.2233646192723
734,499.2699713512058
735,496.87637078938405
736,496.109416824629
737,499.8646504713967
738,497.70697996396194
739,496.8988192196431
740,497.12582335171186
741,497.8518921746583
742,499.4317117025669
743,498.30314213179355
744,497.4012926978233
745,499.64934852873006
746,499.23628290124014
747,498.69334678087466
748,496.05328629263965
749,498.0843377274133
750,497.22846417397716
751,497.82307899302356
752,498.71427420631005
753,499.1047176680922
754,496.6353077838512
755,496.0067605669028
756,498.3093719706671
757,497.29802971649116
758,498.4613676176842
759,498.8595538465038
760,497.61311117697437
761,499.3785780129783
762,498.427016438115
763,496.84442939010165
764,496.85253100312013
765,498.3045892630599
766,496.0833675235719
767,498.5310979046813
768,497.1420127797183
769,497.58628143160115
770,498.4718192664834
771,498.2833035402669
772,499.05646973080127
773,496.6945897853203
774,497.89696960043545
775,497.89748886114864
776,498.6305398472005
777,499.3210135643634
778,497.5378563212022
779,496.864503764714
780,498.57080114981636
781,497.1162087388706
782,497.84348283162814
783,496.9902105273543
784,495.3997119216081
785,499.75601475360816
786,500.28522346495805
787,498.1681106536405
788,499.76240211145466
789,497.5033462120759
790,497.397466893858
791,496.8272214566856
792,498.47499227000543
793,498.5667239679588
794,498.7038287410041
795,499.91536999110195
796,499.22923070411036
797,498.33580375617436
798,498.9094697266245
799,497.02985106501865
800,499.08009002534
801,498.1433891788414
802,498.1587919893219
803,498.0921220910152
804,497.3474076744043
805,499.39251690413676
806,498.64540497412116
807,496.2437508468027
808,498.83715429975945
809,499.5495057857532
810,497.0406799978424
811,498.1336763921611
812,497.6436629827463
813,497.03945866660877
814,496.12040330053264
815,498.72354257987814
816,498.39393492322245
817,498.16334331415754
818,497.55660483389244
819,498.33220860889634
820,495.70280591396045
821,498.84204128157154
822,499.86274945504175
823,497.5894065326845
824,498.20756222756995
825,496.5066690221257
826,496.53568748755134
827,498.67220225725265
828,498.5010195088945
829,497.33531339326294
830,498.8417555503898
831,495.53114232152933
832,496.296087837252
833,498.3502060598891
834,496.7467713230588
835,498.20552088676175
836,497.1044701632072
837,498.6809496940054
838,498.1108178659579
839,496.9638450471331
840,495.4714229115749
841,499.14057826008116
842,498.9839254605617
843,499.7919903305669
844,498.7141814198638
845,498.3792217040732
846,497.93546196113294
847,498.89784113842705
848,499.4564184182676
849,499.9570145408584
850,497.0934820162422
851,498.6168828378212
852,500.0955070403482
853,496.0301255091143
854,498.7731795302746
855,497.6040310572369
856,498.33883409964596
857,499.7096029270248
858,498.8623855821203
859,498.646600735888
860,497.6459152898569
861,497.88818652893093
862,499.67599154748336
863,500.2240950384657
864,498.28725669524914
865,499.31649936093
866,497.642987111207
867,499.1740584052809
868,497.5832398614931
869,497.8171793377155
870,498.2896133417822
871,496.85881530486466
872,497.98922010257087
873,497.2998188933061
874,498.8542913900778
875,497.1579048882993
876,496.6185770266421
877,496.3411684372768
878,499.83641328010617
879,499.53321049574004
880,499.6830517426152
881,500.1506322310445
882,496.79226633896315
883,498.3870059245498
884,496.8567866209326
885,494.4214023011641
886,498.4562515405044
887,497.6998884387378
888,496.56607694349015
889,496.3563873771307
890,497.7352782930035
891,496.27344906742377
892,498.13606907623193
893,497.1706600013116
894,496.2031796291732
895,496.7197275464373
896,498.3983861332195
897,498.727173134674
898,497.03653755261763
899,497.523381185276
900,498.3000740328247
901,497.7796233895036
902,500.46620532045546
903,496.81223362607443
904,498.14207575705444
905,497.64095270261095
906,496.74760881146733
907,497.9002964374263
908,497.7654019673474
909,498.79942347724887
910,498.4671266588143
911,498.06280874328195
912,498.67921482591504
913,498.75379324255596
914,497.42425756317493
915,497.9388176377525
916,498.21428181658894
917,497.8384889812038
918,498.6379963200976
919,497.8495565355856
920,497.8458162784901
921,497.13585783421405
922,499.679470719999
923,498.3312188818796
924,496.83689291200795
925,498.0543366425379
926,498.81747693604103
927,499.95100960664854
928,497.9480858329891
929,498.0768022947588
930,498.71061550045266
931,497.51991433683236
932,497.29105724112816
933,498.9232474652396
934,497.47372973383426
935,497.751976446803
936,496.9511996690119
937,496.70804654115676
938,499.9421159044885
939,499.4197601868596
940,499.7949373543972
941,498.4755787379862
942,497.65250116023753
943,496.4890723850245
944,498.0312240677522
945,497.5260279618113
946,498.47326729725916
947,497.345881475384
948,498.7694586922506
949,497.61099534420856
950,497.4842696299916
951,495.69477673521965
952,497.4536996770468
953,495.78249167980744
954,498.3817831353924
955,497.7081059792148
956,499.5041535252991
957,501.2157110798372
958,499.48953157959517
959,499.4125134677391
960,499.0098757434111
961,498.1380751431537
962,496.9164562419203
963,496.7910514469541
964,497.77854275857425
965,498.36812403088516
966,496.91744333971616
967,495.8098388990558
968,497.0324931080487
969,500.2677314229542
970,500.79170518918994
971,497.29409298838794
972,497.56642811112846
973,498.05782540742655
974,497.52122772151625
975,496.46107974877225
976,498.49424178116436
977,499.35396931695084
978,497.24072589072574
979,496.95015422598277
980,498.1590109752275
981,498.2583371093768
982,498.3268572514452
983,499.99104110524326
984,498.49180435981003
985,499.79246897091707
986,499.8911028362057
987,498.34528727126684
988,499.63246923239296
989,497.5576323100314
990,497.8692547564678
991,498.34875404308036
992,496.19722599168176
993,496.71460972444686
994,499.2491647302126
995,498.6893468000793
996,498.4881755026584
997,499.87730224020953
998,495.9744786757813
999,497.80979151215485
1000,499.96421199068135
1001,502.0644613348456
1002,500.8223548699245
1003,502.6727180225044
1004,501.57727850811676
1005,501.5755618215699
1006,500.72911539016263
1007,502.6185077962927
1008,502.2494945124385
1009,502.5166130733033
1010,502.95807245192793
1011,500.74810825546786
1012,506.1575833789247
1013,501.3318075618508
1014,501.32937059432163
1015,502.19777413933906
1016,500.2840694864075
1017,501.89278999984805
1018,502.3506416218952
1019,501.5972598120168
1020,501.8205153387625
1021,501.8762706486409
1022,503.577331988439
1023,502.19004581925
1024,500.45801955392034
1025,502.1816969215506
1026,500.57995270038583
1027,503.4003087164388
1028,501.4624559027394
1029,505.0090412426055
1030,501.94693422888395
1031,500.9355472192518
1032,501.5993596235534
1033,500.8298800478154
1034,501.68564081437296
1035,498.6560058740057
1036,502.20781564700735
1037,502.9409783631109
1038,502.8597712925451
1039,502.0346053238699
1040,503.35829016227996
1041,501.3866001148492
1042,503.79799133102745
1043,500.977998284255
1044,504.6473624284876
1045,504.59784021631594
1046,502.31851480077535
1047,502.36644357167205
1048,501.90999231158224
1049,501.49693171621175
1050,502.9427981458235
1051,500.5837039755285
1052,502.09460833780923
1053,501.7577879098534
1054,501.54236376807427
1055,500.04777525563355
1056,500.2240862304052
1057,500.9132399611397
1058,502.28469780779056
1059,503.5811103201101
1060,501.95500916348124
1061,505.5231409395522
1062,502.8886106274999
1063,503.0173682652844
1064,500.9282432125707
1065,503.82945739947684
1066,502.1842636555352
1067,502.8525210927914
1068,502.77562486873705
1069,499.5303875244742
1070,502.7551090499766
1071,503.24244367411217
1072,502.73163777592384
1073,502.83591394651
1074,501.30872897754875
1075,502.4904706217773
1076,501.1142966424154
1077,501.08832989734464
1078,502.25929448371085
1079,500.9346548410205
1080,502.2270072977731
1081,501.16745835379436
1082,502.6721633261122
1083,500.6808419573378
1084,501.520597290299
1085,502.5550237062381
1086,503.75999814060197
1087,502.37507460546533
1088,505.19470379218507
1089,503.156857562003
1090,499.32897895666866
1091,500.8715200475276
1092,502.52716498918056
1093,505.2420741333194
1094,500.65052041769866
1095,503.0435861384026
1096,499.6548692867912
1097,503.17334074951
1098,502.49968721095934
1099,501.66781302462107
1100,499.5074584960535
1101,500.73370388393374
1102,500.77698470087836
1103,502.84977574686764
1104,502.70952194092587
1105,499.8350239298177
1106,501.41452070551003
1107,500.9711699479602
1108,503.1985856059546
1109,505.3219693165689
1110,501.76187051456037
1111,500.90290220957706
1112,502.081854009037
1113,499.40493637822965
1114,501.71118177980634
1115,501.9530062797989
1116,499.01278180289705
1117,501.1339659203932
1118,499.61827454420035
1119,501.073605451943
1120,502.07648173192985
1121,502.20448527227023
1122,502.8795749605104
1123,502.42700097423824
1124,500.48930830076495
1125,502.64025227964277
1126,503.2529985073418
1127,504.37975689339333
1128,502.7000538636344
1129,498.9937576752951
1130,502.873552525112
1131,503.26929036266154
1132,500.07217001835966
1133,501.62456204329527
1134,501.59252934574124
1135,501.49794537901266
1136,504.7265180824786
1137,500.44462072130324
1138,503.3089657532407
1139,500.5791171879026
1140,501.84045812735957
1141,503.785963325399
1142,498.5539158495354
1143,502.8489117462902
1144,503.1461257184701
1145,504.4203095640289
1146,499.95269040558884
1147,502.6981972688255
1148,502.73683516112084
1149,500.9452163174262
1150,501.7702031395695
1151,501.9012737421044
1152,504.3832343702279
1153,504.2768889123055
1154,502.8072307298688
1155,501.89745207276474
1156,499.7648708590394
1157,503.5192093749503
1158,503.1991421707504
1159,501.5017061109164
1160,505.20369931767664
1161,500.65554646664094
1162,499.2253786863354
1163,501.47461685927817
1164,503.54804630596016
1165,499.81865435674354
1166,504.7299279456647
1167,500.6874087624198
1168,503.3819974486273
1169,504.039672241396
1170,502.26732781722734
1171,501.0875820474325
1172,502.88046912558985
1173,500.2101958912123
1174,498.90997186052107
1175,500.94841953348134
1176,503.0424592172837
1177,503.50958928108105
1178,501.49897352485397
1179,504.1371686528514
1180,501.36130653160484
1181,502.37598699122873
1182,499.6815470735214
1183,501.9950484707887
1184,501.05454461629466
1185,501.7881569539198
1186,501.63936034563454
1187,500.2767905698453
1188,500.1256390438572
1189,500.76025930159324
1190,501.0441202585397
1191,501.84915563212826
1192,500.79460712759544
1193,501.23216163961047
1194,503.91159867751816
1195,503.63906848268954
1196,501.72274689928787
1197,500.7765917414577
1198,503.9462487333712
1199,501.2257901199136
1200,503.271615853231
1201,501.5555512620806
1202,499.39114257088386
1203,502.38726081216697
1204,497.78205660903006
1205,502.40296764050197
1206,500.85995446692425
1207,503.14940424117736
1208,502.30521623398704
1209,501.0972326530793
1210,502.356517145863
1211,503.4928506644461
1212,499.6324246640184
1213,504.1361324872909
1214,502.404816794354
1215,503.05547730741426
1216,503.15346809919396
1217,506.2159809802485
1218,502.3226179651499
1219,504.1531810840779
1220,501.4637368772871
1221,502.5205377465763
1222,500.66307346086404
1223,499.68963693857745
1224,499.61347195940067
1225,501.2123078316579
1226,499.4941730556749
1227,503.63980420817967
1228,503.94760599928884
1229,501.56337306964195
1230,502.8168600406156
1231,504.75063916323353
1232,500.3602875367614
1233,500.4827440123945
1234,498.4539211902915
1235,503.2846019388485
1236,502.8842837818219
1237,503.4188916146962
1238,501.2836009518253
1239,500.6276406053599
1240,500.5638895008469
1241,501.6903412264295
1242,501.30200971141187
1243,501.3730666061844
1244,504.58017783169566
1245,503.4354733042426
1246,501.5967542018875
1247,503.87780091783515
1248,501.9973245132837
1249,499.246904845955
1250,501.9091372291139
1251,506.23319413714694
1252,500.98881316732167
1253,502.1324079817455
1254,500.58330163957015
1255,503.66804012361337
1256,501.36312681538925
1257,501.39215348172763
1258,503.74214413112065
1259,500.5396161209998
1260,502.13304203655207
1261,497.4276879565523
1262,501.75281007743143
1263,503.75785865848763
1264,502.29392585019247
1265,504.4130862580415
1266,498.4747011424893
1267,501.4112215582376
1268,500.950994601554
1269,503.1247835856243
1270,500.3923685474484
1271,500.89580314396363
1272,501.5765506952041
1273,502.5676238458205
1274,502.40100325322527
1275,502.5956294147058
1276,500.61036725756816
1277,504.20169093823546
1278,501.78717648049127
1279,500.60915165511744
1280,501.4365772367365
1281,501.0147822112617
1282,503.53799816640264
1283,502.8405121817898
1284,500.64070121426556
1285,501.8879832770289
1286,501.6753881849575
1287,501.0946431295953
1288,502.0470243916737
1289,499.44904127375935
1290,502.01320162666843
1291,500.66523261230475
1292,504.4478645403729
1293,500.3060865497433
1294,502.0987803295271
1295,501.0415603648614
1296,502.80681757361504
1297,499.3067022691433
1298,498.9971734543677
1299,502.3646772467308
1300,498.9645901278018
1301,502.84631271064416
1302,503.7914912344252
1303,501.7421770955721
1304,501.89633237950255
1305,503.939095373071
1306,501.8123755042033
1307,503.6260161455005
1308,502.0673102373903
1309,504.6107948984263
1310,498.3965703508689
1311,500.37228068411645
1312,502.54991330394836
1313,501.82647680135824
1314,502.4319747495843
1315,500.8807827722698
1316,502.5797175165739
1317,498.49293926854455
1318,500.70095245588993
1319,500.1631804084962
1320,500.47370072094407
1321,503.95345627901986
1322,501.7605375117314
1323,504.61451783224726
1324,499.6437843791864
1325,503.56496047731633
1326,501.23171192249947
1327,501.14304067630303
1328,504.1185106168777
1329,501.5923323590392
1330,499.40314202963134
1331,502.1038457196586
1332,501.90318662039607
1333,502.0070924694911
1334,503.52676064465913
1335,499.0332336769908
1336,500.091175024584
1337,502.3814316954351
1338,499.9440821633733
1339,503.2532341996026
1340,500.5638677514513
1341,502.5228128442746
1342,499.744400806216
1343,503.6620751297089
1344,502.18506673364277
1345,501.3500460190677
1346,502.7495553899321
1347,500.8212023480138
1348,501.7104242523171
1349,503.3268548407765
1350,499.5232353781836
1351,501.2342907497627
1352,502.464295179134
1353,503.74778829458705
1354,502.915566607232
1355,502.28778320366325
1356,502.18333351288413
1357,500.7713378527736
1358,504.02093211108826
1359,500.0231747799644
1360,500.1243294788942
1361,503.6412889039363
1362,504.3512066858278
1363,500.1042155931824
1364,501.8698009594608
1365,502.0035288892798
1366,503.2447864279687
1367,498.8579767459326
1368,503.38112516464116
